Colling,Context,Components,Tag,labels
स्वल्प-बलः,वीणाकर्णः नाग-दन्तकम् विलोक्य आह कथम् मूषिकः स्वल्प-बलः अपि एतावत् दूरम् उत्पतति,स्वल्प-बलः,Bs6,Bahuvrihi
शब्द-आदीन्,शब्द-आदीन् विषयान् त्यक्त्वा राग-द्वेषौ व्युदस्य च,शब्द-आदीन्,Bs6,Bahuvrihi
सर्व-भूतानाम्,मम स्वभूता मदीया माया त्रि-गुण-आत्मिका प्रकृतिः योनिः सर्व-भूतानाम् कारणम्,सर्व-भूतानाम्,K1,Tatpurusha
यथा-न्यायं,नमयन्ति यथा-न्यायं किं पुनः जीवतः नरान्,यथा-न्यायं,A1,Avyayibhava
असम-प्रदेशस्य,असम-प्रदेशस्य एकस्मिन् ग्रामे न्यवसत् कोऽपि निर्-धन-कृषक:,असम-प्रदेशस्य,K7,Tatpurusha
पूर्व-पश्चिमतः,पूर्व-पश्चिमतः यत्नात् लाञ्छयित्वा तु मध्यतः,पूर्व-पश्चिमतः,Di,Dvandva
मौन-भङ्गम्,एवम् वदन् त्रिविक्रमः मौन-भङ्गम् कृतवान् आसीत्,मौन-भङ्गम्,T6,Tatpurusha
वक्तु-कामः,वानर-शिशुः कश्चन निद्रालुः एतन्मध्ये भवन-फलकं आलम्ब्य किमपि वक्तु-कामः आसीत्,वक्तु-कामः,U,Tatpurusha
मण्डल-आदीनि,चतुर्-अस्र इ-कृते क्षेत्रे मण्डल-आदीनि वै लिखेत्,मण्डल-आदीनि,Bs6,Bahuvrihi
राम-लक्ष्मणौ,राम-लक्ष्मणौ विश्वामित्रम् अनुसृतवन्तौ उभौ अपि धनुष्-धारिणौ आस्ताम्,राम-लक्ष्मणौ,Di,Dvandva
ताम्र-लोचनम्,तस्यः उपवेशनस्य अनन्तरम् तत् ताम्र-आसनम् निर्णयम् अश्रावयत् यत् धनुः-विद्यायाम् विजेता एषः,ताम्र-आसनम्,T6,Tatpurusha
नव-युवकै,कस्मिन् वा देशे कदा कैः नव-युवकै: प्रेम्णि स्वाच्छन्द्यम् न अव-लम्बितम् सर्वम् इदम्,नव-युवकै:,k1,Tatpurusha
निर्-व्यूढा,येन एव निर्-व्यूढा भीष्म-प्रतिज्ञा स एव मम अपि प्रतिज्ञाम्,निर्-व्यूढा,Bvp,Bahuvrihi
जित-शत्रुम्,अहम् स्व-आत्मानम् आत्मन: प्रियतमम् ऋतुसेनम् च जित-शत्रुम् विधाय भवत: चरण-कमलयोः अभ्यासे समागमिष्यामि,जित-शत्रुम्,Bs3,Bahuvrihi
नवन्-पीठम्,एक-पीठम् नवन्-व्यूहम् नवन्-पीठम् च पूर्ववत्,नवन्-पीठम्,Km,Tatpurusha
मुक्त-मूर्धजा,प्रातः मध्य-अह्ने वा ग्रामे यत्र यत्र मलिन-वेश-धारिणी मुक्त-मूर्धजा आ-रक्त-नेत्रा दन्तान् दर्शयन्ती यदृच्छया विचरन्ती विलोक्यते,मुक्त-मूर्धजा,K1,Tatpurusha
दुर्-ब्राह्मण,अनेकचिन्तमन्त्रः तु देव-ब्राह्मण,देव-ब्राह्मण,T6,Tatpurusha
सम-दर्शिन,एव पठन्ति: शुनि चैव श्व-पाके च पण्डिता: सम-दर्शिन:,सम-दर्शिन:,Bs6,Bahuvrihi
स-ईश्वरं,विसृज्य स-शरं चापं शोक-संविग्न-मानसः,स-शरं,Bs6,Bahuvrihi
मनुष्य-अपसदाः,तेन सदैव मनुष्य-धर्मस्य एव पालनं कृतम्,मनुष्य-धर्मस्य,T6,Tatpurusha
न-दृश्यः,इति उक्त्वा युधिष्ठिरस्य चतुरः भ्रातृन् जीवयित्वा सः न-दृश्यः जातः,न-दृश्यः,Tn,Tatpurusha
चिन्ता-विषादयो,चिन्ता-विषादयो: दु:ख-तिरस्कारयोः वा विपुल-राशिम् उरस्य उद्वहन्ती नारी-जाति:,चिन्ता-विषादयो:,Di,Dvandva
परि-पूर्ण,परि-पूर्ण वतः चन्द्रमस: चन्द्रिका इव नैसर्गिक-सौन्दर्य-गरिम्णा आकण्ठ-भरिता,परि-पूर्ण,Tp,Tatpurusha
स-अर्जुनाःन्,खिन्न-आशयाः ते स-गजाः स-योधाः,स-गजाः,Bs6,Bahuvrihi
मत्-मित्राणि,अत्र एवम् अपि मत्-मित्राणि तादृशम् एव कार्यम् चिकीर्षव: स्थिता:,मत्-मित्राणि,T6,Tatpurusha
परस्पर-विरुद्धान्,उग्रसिंहः नाम राजा अधिकार-मदमत्तः सन् विवेक-हीन तया परस्पर-विरुद्धान् निर्णयान् पूर्वम् श्रावितवान् आसीत्,परस्पर-विरुद्धान्,T3,Tatpurusha
साधु-आचारः,अपि चेत् सु-दुराचारः भजते माम् न-अन्य-भाक्,सु-दुराचारः,Tp,Tatpurusha
अङ्गद-आद्यैः,अङ्गद-आदीन् अङ्गद-आद्यैः पीत्वा मधुवने मधु,अङ्गद-आद्यैः,Bs6,Bahuvrihi
प्रतिकर्तु-कामः,कः अस्मत्-विधः स्यात् प्रतिकर्तु-कामः,प्रतिकर्तु-कामः,Bs6,Bahuvrihi
प्रसाद-आख्यानां,आश्रयस्य सम-धातोः धातु-साम्यम् अनुवर्तयतः निमित्ततः तु क्षीण-वृद्धानां प्रसाद-आख्यानां धातूनां वृद्धि-क्षयाभ्याम् आहार-मूलाभ्यां रसः साम्यम् उत्पादयति,प्रसाद-आख्यानां,Bs6,Bahuvrihi
न-अन्त,त्वया ततं विश्वम् न-अन्त,न-अन्त,Bsmn,Bahuvrihi
नष्ट-आत्मानः,एतां दृष्टिम् अवष्टभ्य नष्ट-आत्मानः अल्प-बुद्धयः,नष्ट-आत्मानः,Bs6,Bahuvrihi
पटोल-आमलकैः,आढकीनां च बीजानि पटोल-आमलकैः सह,पटोल-आमलकैः,Di,Dvandva
नाना-विधम्,सर्वशः सर्व-प्रकारैः अहङ्कार-विमूढ-आत्मा कार्य-करण-संघात-आत्मन्-प्रत्ययः अहंकारः तेन विविधम् नाना-विधम् मूढः आत्मा अन्तःकरणम् यस्य सः अयम्,नाना-विधम्,K1,Tatpurusha
उज्ज्वल-भविष्य,सः किन्तु सन्तानः न अस्ति चेद् अपि उज्ज्वल-भविष्य तः चिह्नानि स्फुटम् दृश्यन्ते,उज्ज्वल-भविष्य,K1,Tatpurusha
न-आरम्भात्,कर्मणाम् न-आरम्भात् नैष्कर्म्यम् न अश्नुते इति वचनात् तत्-विपर्ययात्,न-आरम्भात्,Tn,Tatpurusha
विधूत-दुःखा,युष्मद्-बाहु-वीर्येण विधूत-दुःखा,विधूत-दुःखा,Bs6,Bahuvrihi
विष्णु-आदीनाम्,विष्णु-आदीनाम् प्रतिष्ठा-आदि वक्ष्ये ब्रह्मन् शृणुष्व मे,विष्णु-आदीनाम्,Bs6,Bahuvrihi
प्रजा-पति,प्रजा-पति विष्णुम् न-अन्तम् न-पराजितम्,प्रजा-पति,T6,Tatpurusha
अन्-अवस्थितम्,एव वात-प्रकोप-प्रशमनानि भवन्ति यथा हि एनम् अ-सङ्घातम् अन्-अवस्थितम् अन्-आसाद्य प्रकोपण-प्रशमनानि प्रकोपयन्ति प्रशमयन्ति वा तथा,अन्-अवस्थितम्,Tn,Tatpurusha
चतुर्-विधम्,प्राण-अपान-समायुक्तः पचामि अन्नम् चतुर्-विधम्,चतुर्-विधम्,Bs6,Bahuvrihi
महत्-राजः,आगन्तुकः अपृच्छत् सः कुत्र अस्ति महत्-राजः अभाषत-सः तु देव-लोकं गतः,महत्-राजः,K1,Tatpurusha
न-व्यापारेषु,न-व्यापारेषु व्यापारम् यः नरः कर्तुम् इच्छति,न-व्यापारेषु,Tn,Tatpurusha
दुर्-अवस्थाम्,तत्-अनन्तरम् पुन: तस्या दुर्-अवस्थाम् द्रष्टुम् तत्-गृहम् प्रति मम चरणौ न,दुर्-अवस्थाम्,Tp,Tatpurusha
अधि-पतिं,अधि-पतिः वृद्धः वानरः दासी-मेषयोः मध्ये द्वन्द्व-युद्धम् एतत्,अधि-पतिः,Tp,Tatpurusha
महत्-बाहो,ते च प्रकृति-संभवाः भगवत्-माया-संभवाः निबध्नन्ति इव हे महत्-बाहो महान्तौ समर्थतरौ आजानु-प्रलम्बौ बाहू यस्य सः,महत्-बाहो,Bs6,Bahuvrihi
महत्-राजेन,एतस्याः घटनातः महत्-राजेन पुनरपि ज्योतिषिकस्य वचनम् स्मृतम्,महत्-राजेन,K1,Tatpurusha
न-शेषतः,ग्रह-ऋक्ष-तारा-धिष्ण्यानि ध्रुवे बद्धानि न-शेषतः,न-शेषतः,Bsmn,Bahuvrihi
अमात्य-आदिभि,साम्राट् अपि विहित-अशेष-धर्म-कार्य: ऋषि-दर्शन-अर्थम् अमात्य-आदिभि: सह प्रस्थित:,अमात्य-आदिभि:,Bs6,Bahuvrihi
तत्-पौत्रस्य,द्विज-आग्रहारे पण्डित-बलरामस्य गृहे नव-जातस्य तत्-पौत्रस्य आसीत् षष्ठी,तत्-पौत्रस्य,K1,Tatpurusha
न-जानन्,तदा दशरथः किमपि न-जानन् इव तान् अपृच्छत् रामस्य पट्टाभिषेक-प्रस्तावः यावत्,न-जानन्,Tn,Tatpurusha
महत्-वीर्यः,तस्य पुत्रः महत्-वीर्यः धीमान् तस्मात् अजायत,महत्-वीर्यः,Bs6,Bahuvrihi
काष्ठ-विक्रेता,काष्ठ-विक्रेता प्राह धनेन विना कन्याया: विवाहम् अपि,काष्ठ-विक्रेता,T6,Tatpurusha
न-युक्तस्य,न अस्ति बुद्धिः न-युक्तस्य न च न-युक्तस्य भावना,न-युक्तस्य,Tn,Tatpurusha
इतिहास-उपवेदाः,प्रपञ्चः यदा तव पित्रा कृतं तपः ज्ञास्यति इतिहास-काराः तस्य साहस-गाथां लेखिष्यन्ति तदा तत्र सर्व-प्रथमस्य,इतिहास-काराः,U,Tatpurusha
दीर्घ-कालम्,तस्य पिता च एतस्मिन् एव आश्रमे वसन्तौ दीर्घ-कालम् तपः कृतवन्तौ,दीर्घ-कालम्,K1,Tatpurusha
सौम्य-वपुः,आश्वासयामास च आश्वासितवान् भीतम् एनम् भूत्वा पुनः सौम्य-वपुः प्रसन्न-देहः महात्मा,सौम्य-वपुः,Bs6,Bahuvrihi
माता-पितरौ,स्नुषा-पुत्रयोः स्थितिं दृष्ट्वा माता-पितरौ अपि मूर्च्छितौ,माता-पितरौ,Di,Dvandva
अल्प-द्रोह,प्र-रोह आसाद्य मुनि-सत्तम,प्र-रोह,Tp,Tatpurusha
हता-अशे,गणिका-हदासे उक्कण्ठिदव्वे का दे रदी हता-अशे उत्कण्ठितव्ये का ते रतिः,हता-अशे,Bs6,Bahuvrihi
अ-नाथाः,अ-नाथाः ते कञ्चित् कालम् एवम् एव विना,अ-नाथाः,Bsmn,Bahuvrihi
तथा-विधम्,तथा-विधः एव अस्तरण-नीशारतूलिका तथा-विधम् एव भाण्डम्,तथा-विधम्,Bs5,Bahuvrihi
स-गन्धर्वान्,तस्मात् न अर्हा वयम् हन्तुम् धार्तराष्ट्रान् स्व-बान्धवान्,स्व-बान्धवान्,T6,Tatpurusha
मार्ग-आयासः,श्रद्धया ताम् कथाम् शृणोतु तावत् येन भवतः मार्ग-आयासः परिहृतः स्यात् इति,मार्ग-आयासः,T6,Tatpurusha
पाप-मतिं,सः चिन्तितवान् अहं सर्वं पाप-कर्मं कुटुम्बस्य एव पालन-पोषण-अर्थं करोमि,पाप-कर्मं,K1,Tatpurusha
रक्त-नेत्र,श्रुत्वा रजस्-गुण-अभिभूत: सम्राट् क्रोधेन रक्त-नेत्र: समस्त-सैनिकान् वसिष्ठ-सहिताम् कामधेनु-सुताम् बद्भुम् आदिदेश,रक्त-नेत्र:,Bs6,Bahuvrihi
वसिष्ठ-प्रमुखैः,वसिष्ठ-मुनेः वचनम् श्रुत्वा सन्तृप्तः राजा दशरथः सन्तोषेण,वसिष्ठ-मुनेः,K7,Tatpurusha
वात-कफात्,तथा वात-कफ न भवन्ति ऊर्ध्व-जत्रु जाः,वात-कफ,Di,Dvandva
स-आनन्दम्,स-आनन्दम् यात्राम् कुर्वन्त्यौ जगद्देव-वीरमत्यौ तु कतिपयैः एव,स-आनन्दम्,BvS,Bahuvrihi
प्रति-अहम्,अहम् प्रति-अहम् द्वि-चक्र-यानेन अध्यनाय गच्छामि स्म,प्रति-अहम्,A1,Avyayibhava
अ-सुखा,उपवासः अ-सुखा शय्या सत्त्व-औदार्यं तमः-जयः,अ-सुखा,Bsmn,Bahuvrihi
सेना-अधिपतिः,सूर्यगिरि-महत्-राजः सेना-अधिपतिः अन्ये सैनिकाः च मोहनस्य पूर्व-सूचना-अनुसारम् कर्णयोः,सेना-अधिपतिः,T6,Tatpurusha
पाक-देशीयै,पाक-देशीयै: आक्रमण-कारिभि: न बाला: दृष्टा: न वृद्धा:,पाक-देशीयै:,K1,Tatpurusha
ज्ञान-इन्धितं,गच्छन्ति न-पुनर्-आवृत्तिम् ज्ञान-निर्धूत,ज्ञान-निर्धूत,T3,Tatpurusha
अ-ज्ञाता,प्रतिवादिनः शक्तिम् न-ज्ञात्वा वाद-रङ्गे प्रवेशः न क्षेमकरः,न-ज्ञात्वा,Tn,Tatpurusha
मन्त्र-सहायः,न-सहायः असौ तत्रैव कूप-जले प्राण-उत्सर्गं कृतवान्,न-सहायः,Bs6,Bahuvrihi
न-प्रियम्,आहूय उपवेश्य सः वार्तालापम् आरब्धवान् मित्र अहम् न-प्रियम् एव किञ्चित् कथयामि,न-प्रियम्,Tn,Tatpurusha
प्रति-क्षणं,पितृभ्यः पिण्ड-दानं कः करिष्यति इयं चिन्ता तं प्रति-क्षणं बाधते स्म,प्रति-क्षणं,A1,Avyayibhava
जनक-आदयः,कर्मणा एव हि संसिद्धिम् आस्थिताः जनक-आदयः,जनक-आदयः,Bs6,Bahuvrihi
निर्-आकृतिम्,तेषाम् निर्-आकृतिम् दृष्ट्वा विश्वामित्रः नितराम् क्रुद्धः,निर्-आकृतिम्,Bvp,Bahuvrihi
महत्-राजेन,अष्टावक्रः उक्तवान् महत्-राजेन यथा उक्तं तथा स्पर्धां प्रारभस्व,महत्-राजेन,K1,Tatpurusha
मुनि-वर,रौद्राणि एतानि रूपाणि विष्णोः मुनि-वर,मुनि-वर,T7,Tatpurusha
महा-वीर्यात्,मनोः तस्य महत्-वीर्याः भविष्यन्ति महत्-नृ-पाः,महत्-वीर्याः,Bs6,Bahuvrihi
संशोधन-गुणाः,बहु-दोषस्य लिङ्गानि संशोधन-गुणाः च ये,संशोधन-गुणाः,Bs7,Bahuvrihi
मह-भाग,इलावृतं महत्-भाग चत्वारः च अत्र पर्वताः,महत्-भाग,Bs6,Bahuvrihi
मन्द-स्वरेण,सा बाला च तत्-सम्मुखे मन्द-स्वरेण भगवन् इति उक्त्वा स्व-शाटिका-अग्रम् प्रसारितवती,मन्द-स्वरेण,K1,Tatpurusha
अ-वाच्यताम्,भवता कः अयम् क्रमः भवतः इति वदन्ती न-वाच्य सन्न्यासिनः निन्दनम् आरब्धवती,न-वाच्य,Tn,Tatpurusha
अनिल-आदीनां,सर्वे नमस्यन्ति नमस्कुर्वन्ति च सिद्ध-संघाः सिद्धानाम् समुदायाः कपिल-आदीनाम् तत् च स्थाने,कपिल-आदीनाम्,T6,Tatpurusha
यथा-उचितम्,युधिष्ठिरेण तस्य यथा-उचितम् अतिथि-सत्कारं कृत्वा आगमनस्य कारणं पृष्टम्,यथा-उचितम्,A1,Avyayibhava
द्रष्टु-क्षमः,न अहम् प्रकाशम् द्रष्टु-क्षमः अधुना ध्वनिः तु कुलिश-पात-सदृशम् प्र-हरति कर्णयो:,द्रष्टु-क्षमः,Bs6,Bahuvrihi
स्व-जीवने,सः स्व-जीवने च अनेकानि चौर्य-कार्याणि कृतवान्,स्व-जीवने,T6,Tatpurusha
स्वेच्छ-इन्द्रियः,सर्व-इन्द्रिय-गुण-आभासं सर्व-इन्द्रिय,सर्व-इन्द्रिय,K1,Tatpurusha
लक्ष्य-क्रुधम्,मिश्र-महोदय: सैव लक्ष्य-क्रुधम् शब्दम् इमम् निज-टिप्पण-पुस्तके व्यलिखत् अपृच्छत् च,लक्ष्य-क्रुधम्,Bs7,Bahuvrihi
न-चरम्,अस्ति विना यत् स्यात् मया भूतं चर न-चरम्,न-चरम्,Tn,Tatpurusha
वि-कर्माणि,सर्वाणि कर्माणि सर्व-कर्माणि संन्यस्य परित्यज्य नित्यम् नैमित्तिकम् काम्यम् प्रतिषिद्धम्,सर्व-कर्माणि,K1,Tatpurusha
अपहृत-पुष्पकः,पौलस्त्यः अपि अपहृत-पुष्पकः अवसन्नः,अपहृत-पुष्पकः,Bs5,Bahuvrihi
प्रा-मुख्येन,केवलम् ललना: प्रा-मुख्येन गृहीतव्या: इति सैनिकाः अपि स-हर्षम् आ-क्रन्दन्,प्रा-मुख्येन,Tp,Tatpurusha
बालक-बालिकाभि,अस्माकम् कà¥‰लोन्या: विविध-जाति-प्रदेशानाम् बालक-बालिकाभि: सह मिलनाय सा अत्यल्पं समय-व्ययम् चकार,बालक-बालिकाभि:,Di,Dvandva
श्लेष्म-निमित्ताः,च सिकतामेहः च लालामेहः च इति दश श्लेष्म-निमित्ताः क्षारमेहः च कालमेहः च नीलमेहः च,श्लेष्म-निमित्ताः,Bs6,Bahuvrihi
साधु-प्रमुखं,साधु-प्रमुखं किम् उदतरत्,साधु-प्रमुखं,T7,Tatpurusha
पाप-समाहितः,पाप-रहितः कापट्य-रहितः शुचिः इति कथ्यते,पाप-रहितः,T3,Tatpurusha
नृ-पतिम्,रणधीरः नृ-पतिम् सर्वाम् घटनाम् अश्रावयत् राजा प्राह ताम्,नृ-पतिम्,T6,Tatpurusha
शक्य-प्रतीकारः,करटकः गच्छन् दमनकम् आह सखे किम् शक्य-प्रतीकारः अयम् भय-हेतुः न-शक्य-प्रतिकारः वा इति न,शक्य-प्रतीकारः,Bs6,Bahuvrihi
दृढ-निश्चयः,तादृशमेव ईश्वर-दर्शनस्य दृढ-निश्चयः तेन कृतः,दृढ-निश्चयः,K1,Tatpurusha
मनस्-चिकित्सालये,तेन कथितम् भवान् मनस्-चिकित्सालये कतिपय-दिवसान् यावत् वसतु,मनस्-चिकित्सालये,T6,Tatpurusha
स-हर्षं,अहं भवतः सैनिक-रूपेण एव स-हर्षं प्राणान् त्यक्तुम् अपि प्रस्तुतः अस्मि,स-हर्षं,BvS,Bahuvrihi
स-दोषम्,किम् तत् कर्म कौन्तेय स-दोषम् अपि त्रि-गुण-आत्मकत्वात् न त्यजेत्,स-दोषम्,BvS,Bahuvrihi
आश्चर्य-चकित,एतत् श्रुत्वा पुत्रः च आश्चर्य-चकित: सञ्जात:,आश्चर्य-चकित:,T3,Tatpurusha
द्वेष्य-पापकः,भवान् कश्चित् देश-पालकः इत्यतः अन्यः देश-पालकः भवन्तम् एतादृशे कार्ये,देश-पालकः,T6,Tatpurusha
सर्व-दोषात्,आदित्सुः च मणिम् साधुः स्व-दोषात् दुःखिताः इमे,स्व-दोषात्,T6,Tatpurusha
अ-व्यसनी,भक्तः गुणी शुचिः दक्षः प्रगल्भः न-व्यसनी,न-व्यसनी,Tn,Tatpurusha
नव-संख्या,तेषु नव-संख्या केषु चित्त-विक्षेपेषु सप्तम विक्षेप खलु भ्रान्ति-दर्शनम्,नव-संख्या,K7,Tatpurusha
काम-द्वेषौ,तव तर्हि राग-द्वेषौ स्तः येन केभ्यश्चित् एव आत्मन्-भावम् प्रयच्छसि,राग-द्वेषौ,Di,Dvandva
कृत-उदकाः,भूत-शुद्धिम् विधाय अथ विन्यस्य कृत-मुद्रकः,कृत-मुद्रकः,Bs3,Bahuvrihi
सर्व-आत्मनां,तथा अस्मद्-भक्तः माम् एव सर्व-प्रकारैः सर्व-आत्मना सर्व-उत्साहेन भजते इति अस्मद्-भक्तः,सर्व-आत्मना,K1,Tatpurusha
यथा-उचितम्,यथा-उचितम् आकलय्य प्रवर्तनीयम्,यथा-उचितम्,A1,Avyayibhava
अधः-मुखः,अविमारकः आत्मन्-गतम् किम् नु खलु वक्ष्यामि अधस्-मुखः तिष्ठति,अधस्-मुखः,Bs6,Bahuvrihi
आसक्त-मनाः,आश्रयम् प्रतिपद्यते हित्वा अन्यत् साधन-अन्तरम् मयि एव आसक्त-मनाः भवति,आसक्त-मनाः,Bs6,Bahuvrihi
ब्रह्म-क्षत्रस्य,ब्रह्म-क्षत्रे परिपालिते जगत् परिपालयितुम् अलम्,ब्रह्म-क्षत्रे,Di,Dvandva
प्रति-दिनं,नवमः प्रति-दिनं मिष्ट-अन्न-दानेन कुक्कुरस्य परितोषणे सक्तः बभूव,प्रति-दिनं,A1,Avyayibhava
अन्-असूयता,न-असूय तया तेन आज्ञप्ता सर्वे यदि अद्य,न-असूय,Tn,Tatpurusha
शान्ति-पूर्वकम्,इतः परम् अहम् क्षत्रियेषु स्थिताम् द्वेष-भावनाम् परित्यज्य शान्ति-पूर्वकम् तपस्याम् करिष्यामि,शान्ति-पूर्वकम्,Bs5,Bahuvrihi
महत्-आत्मानां,इदं दृष्ट्वा शिष्यः महत्-आत्मानां पृष्टवान् गुरु-देव सिंहे समीपे आगते तु,महत्-आत्मानां,Bs6,Bahuvrihi
दुर्बल-अतिविशुष्काणाम्,तृतीयम् दल-सन्धीनाम् दल-अग्राणाम् चतुर्थकम्,दल-अग्राणाम्,T6,Tatpurusha
सम्-अक्षम्,मध्ये मध्ये विदूषकः सम्-अक्षम् आगत्य ब्रूते स्म यत् शत्रुभ्यः अधिकं,सम्-अक्षम्,A1,Avyayibhava
का-गतीन्,ननु सर्वा हि गतिः आ-गति संयोगाः विप्रयोग-अन्ताः इति प्रसिद्धम्,आ-गति,Tp,Tatpurusha
सम-चेतसौ,बुधनी अपि स्व-चेतसि चिन्तितवती हन्त सिद्ध मे मनस्-रथ अद्य,स्व-चेतसि,T6,Tatpurusha
शोषण-आद्यैः,शोषण-आद्यैः देह-शुद्धिम् कुर्यात् एवम् क्रमात् ततः,शोषण-आद्यैः,Bs6,Bahuvrihi
ऊर्ध्व-चरणः,प्रवाहम् अवतीर्णा शार्दूलसिंह-पत्नी यावत् पश्यति तावत् प्रवाह-अन्तःस्थ स्व-चरण एव स्व-भर्तुः शार्दूलसिंहस्य मुख-छायाम् निरैक्षत,स्व-चरण,T6,Tatpurusha
महत्-राजः,जयतु स्वामी जयतु महत्-राजः दश नालिकाः पूर्णाः,महत्-राजः,K1,Tatpurusha
मिश्र-महाभागेन,न अधुना मिश्र-महाभागेन धैर्यम् रक्षितुम् अपार्यत,मिश्र-महाभागेन,K2,Tatpurusha
न-न्याय्येन,ये न-न्याय्येन धनम् सम्पादितवन्तः आसन् तेषाम् एव लुण्ठनम्,न-न्याय्येन,Tn,Tatpurusha
स्वेच्छ-इन्द्रियः,अन्तःकरण-उपाधि-द्वारेण एव श्रोतृ-आदीनाम् अपि उपाधित्वम् इत्यतः अन्तःकरण-बहिष्करण-उपाधि-भूतैः सर्व-इन्द्रिय अध्यवसाय-संकल्प-श्रवण-वचन-आदिभिः अवभासते इति सर्व-इन्द्रिय-गुण-आभासम् सर्व-इन्द्रिय-व्यापारैः व्यापृतम्,सर्व-इन्द्रिय,K1,Tatpurusha
यज्ञ-वाहनाः,सर्वे अपि एते यज्ञ-विदः यज्ञ-क्षपित-कल्मषाः,यज्ञ-विदः,U,Tatpurusha
वि-कर्माणि,न सर्व-कर्माणि इति विशेषणात्,सर्व-कर्माणि,K1,Tatpurusha
महत्-राजः,महत्-राजः उवाच अस्मै बीजाय विशेषा भूमिः अपेक्ष्यते,महत्-राजः,K1,Tatpurusha
अ-लोभः,क्षमा धृतिः अ-लोभः च कफ-कर्म अ-विकार-जम्,अ-लोभः,Tn,Tatpurusha
न-उचितम्,किम् एतत् न-उचितम् न किम् एतत् गुरोः आज्ञायाः तिरस्-करणम्,न-उचितम्,Tn,Tatpurusha
शम-परस्य,अतः विपर्ययेण हितैषिणः पुनर्भूतानां पर-स्वात् उपरतस्य सत्य-वादिनः शम-परस्य परीक्ष्य-कारिणः अ-प्रमत्तस्य त्रि-वर्गं परस्परेण अन्-उपहतम् उपसेवमानस्य,शम-परस्य,Bs6,Bahuvrihi
इति-आदयः,इति कारणेन श्रीकृष्णदेवराये अपि पराक्रमः धैर्यं गाम्भीर्यम् इति-आदयः गुणाः सहजतया एव आगताः आसन्,इति-आदयः,Bs6,Bahuvrihi
परिकीर्ण-केशम्,प्रभ्रष्ट-रत्न-मुकुटम् परिकीर्ण-केशम्,परिकीर्ण-केशम्,Bs6,Bahuvrihi
विघस-आशान्,सम्पादित-मूर्ख-कृत्यान् वितथ-श्रमान् अधुना राजन्-भयम् अपि तुदति स्म,वितथ-श्रमान्,K1,Tatpurusha
द्वार-गुप्तिः,क्षौम् क्षेत्रपालाय द्वार-अन्ते द्वार-उपरि तथा श्रियम्,द्वार-उपरि,T6,Tatpurusha
क्रोध-लोभात्,इदं विशेष-विज्ञानं भवति-अत्यर्थं वैद्य-वेशेन श्लाघमानाः विशिखा-अन्तरम् अनुचरन्ति कर्म-लोभात् श्रुत्वा च कस्यचित् आतुर्यम् अभितः परिपतन्ति,कर्म-लोभात्,T6,Tatpurusha
प्रथम-श्रेण्या,पुरातनी भाषा न केवलम् इदम् एव किन्तु प्रथम-श्रेण्या: कृते संस्कृतम् सु-महत्-सहायकम् भवति,प्रथम-श्रेण्या:,K1,Tatpurusha
प्रति-गृहीतः,अहम् प्रातः उत्थाय प्रति-गृह दृष्ट्वा तद्-गृहिण्या संभाषणम् करिष्यामि,प्रति-गृह,A1,Avyayibhava
अमुक-जातीयाः,कश्चित् कथयति स्म यत् अमुक-जातीयाः जनाः विषं दत्त्वा एताः मारितवन्तः,अमुक-जातीयाः,K1,Tatpurusha
निर्-धनः,न-द्वितीयस्य न-उपमस्य विशाल-धन-राशेः स्वामी असि तदा त्वं निर्-धनः कथम् विचारय भगवता परम-आत्मना कुबेरवत् विरचितः,निर्-धनः,Bvp,Bahuvrihi
मृग-नयनयोः,मृग-नयनयोः ते यदा आर्जवम् वचसि माधुर्यम् मधु,मृग-नयनयोः,Bs6,Bahuvrihi
स-स्नेहं,सः प्रायः कर-तलेन अस्मत् पृष्ठ-देशं स-स्नेहं परामृशति,स-स्नेहं,BvS,Bahuvrihi
पुरुष-ऋषभाः,यं हि न व्यथयन्ति एते पुरुषम् पुरुष-ऋषभ,पुरुष-ऋषभ,K1,Tatpurusha
सस्य-श्यामलम्,सस्य-श्यामलम् देशम् महत्-अरण्यम् कृतवती इति,सस्य-श्यामलम्,Ds,Dvandva
सम्-आदरणीयः,कक्षासु प्राथम्यम् लब्धवान् गंभीर: सम्-आदरणीयः च छात्रः अयम् अभूत् इति सर्वे,सम्-आदरणीयः,Tp,Tatpurusha
स-सम्भ्रमम्,शब्दम् श्रुत्वा स-सम्भ्रमम् जगाद् आपण-स्थाय साधवे वणिक् यदि बहिः,स-सम्भ्रमम्,BvS,Bahuvrihi
आङ्गल-भाषा,समाप्तिम् अगात् तत्र च स्नातक-उत्तर-परीक्षाम् उत्तीर्य मया आङ्गल-भाषा पाश्चात्त्यमहाविद्यालये पठितुम् आरब्धा,आङ्गल-भाषा,K7,Tatpurusha
सर्व-ईश्वरः,सोम-रूपी जगत्-स्रष्टा सर्वः सर्व-ईश्वरः हरिः,सर्व-ईश्वरः,T6,Tatpurusha
अभि-रक्षकेन,न जाने कथम् निरुद्धा मन्ये अहम् रेल-शकटी-चालकेन अभि-रक्षकेन वा केनापि यात्रिणा वा सा अवरुद्धा,अभि-रक्षकेन,Tp,Tatpurusha
भाग्य-शाली,तद् वीक्ष्य भाग्य-शाली पण्डित: अयम् भृशम् सन्तुष्ट: सन् आपणात्,भाग्य-शाली,Bs6,Bahuvrihi
